texto,tipo,sentimiento_general,estrellas,aspecto_comida,aspecto_servicio,aspecto_limpieza,aspecto_precio
"En el Restaurante Fogón Criollo, el servicio fue profesional. Por otro lado, el aseo general fue normal. También, la relación precio-calidad es promedio. También, el desayuno fue muy grasosa.",restaurante,neutral,3,negativo,positivo,neutral,neutral
"En el Hotel Plaza Mayor, los platillos fueron decepcionante. Asimismo, nos atendieron de forma muy atento. En cuanto al resto, los precios son muy caro. También, todo se veía cuidada hasta el último detalle.",hotel,neutral,3,negativo,positivo,positivo,negativo
"En el Hotel Plaza Mayor, el servicio fue indiferente. También, el desayuno fue sin nada especial. Por otro lado, la relación precio-calidad es justo. En cuanto al resto, la limpieza del lugar es con mal olor.",hotel,neutral,2,neutral,negativo,negativo,positivo
"En el Hotel Plaza Mayor, la comida estuvo sin nada especial. Por otro lado, los precios son justo. En cuanto al resto, todo se veía por debajo de lo esperado.",hotel,neutral,3,neutral,no_mencionado,negativo,positivo
"En el Café Illimani, todo se veía sucia. En cuanto al resto, el desayuno fue de mala calidad. Por otro lado, la atención del staff fue descortés. En cuanto al resto, el costo nos pareció similar al de la competencia.",restaurante,negativo,2,negativo,negativo,negativo,neutral
"En el Café Illimani, las tarifas resultaron promedio. Asimismo, la comida estuvo de mala calidad. También, las habitaciones estaban deficiente. Asimismo, el servicio fue pésimo.",restaurante,negativo,2,negativo,negativo,negativo,neutral
"En el Hotel Mirador del Valle, el personal fue correcto. Por otro lado, la limpieza del lugar es impecable.",hotel,positivo,4,no_mencionado,neutral,positivo,no_mencionado
"En el Hotel Real Audiencia, las habitaciones estaban deficiente. En cuanto al resto, el desayuno fue de mala calidad.",hotel,negativo,1,negativo,no_mencionado,negativo,no_mencionado
"En el Hotel Illimani, el aseo general fue aceptable. Por otro lado, el personal fue aceptable.",hotel,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Hotel Illimani, el desayuno fue excelente. Además, el personal fue atento en todo momento.",hotel,positivo,5,positivo,positivo,no_mencionado,no_mencionado
"En el Hostal Kantuta, el costo nos pareció razonable dentro del mercado. También, la limpieza del lugar es impoluto. Asimismo, la comida es sin nada especial.",hotel,positivo,4,neutral,no_mencionado,positivo,neutral
"En el Hotel Plaza Mayor, la limpieza del lugar es impecable. Asimismo, la comida estuvo estándar.",hotel,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Hostal Kantuta, las tarifas resultaron justo. En cuanto al resto, todo se veía muy limpio. Además, los platillos fueron muy grasosa. En cuanto al resto, el servicio fue descortés.",hotel,neutral,3,negativo,negativo,positivo,positivo
"En el Restaurante Fogón Criollo, las habitaciones estaban adecuada. Además, el servicio fue rápido y amable. Por otro lado, la relación precio-calidad es sobrevalorado. También, los platillos fueron de primera calidad.",restaurante,neutral,4,positivo,positivo,neutral,negativo
"En el Hotel Real Audiencia, el aseo general fue aceptable. También, el costo nos pareció justo.",hotel,positivo,4,no_mencionado,no_mencionado,neutral,positivo
"En la Cantina Altiplano, nos atendieron de forma pésimo. Asimismo, la comida es deliciosa. En cuanto al resto, las tarifas resultaron razonable dentro del mercado. Asimismo, las habitaciones estaban reluciente.",restaurante,neutral,4,positivo,negativo,positivo,neutral
"En el Café Illimani, la comida estuvo estándar. En cuanto al resto, los precios son muy accesible. En cuanto al resto, las habitaciones estaban adecuada.",restaurante,positivo,4,neutral,no_mencionado,neutral,positivo
"En el Hostal Kantuta, el personal fue indiferente. En cuanto al resto, las habitaciones estaban con mal olor.",hotel,negativo,1,no_mencionado,negativo,negativo,no_mencionado
"En la Parrilla del Valle, las tarifas resultaron similar al de la competencia. En cuanto al resto, la atención del staff fue muy cordial. Asimismo, el desayuno fue fría cuando debía estar caliente.",restaurante,neutral,3,negativo,positivo,no_mencionado,neutral
"En el Restaurante La Paceña, la comida es insípida. Asimismo, el personal fue atento en todo momento. En cuanto al resto, todo se veía cuidada hasta el último detalle.",restaurante,positivo,4,negativo,positivo,positivo,no_mencionado
"En el Hostal Sol Naciente, el aseo general fue impecable. También, el servicio fue pésimo.",hotel,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En el Hotel Plaza Mayor, el servicio fue excelente. También, la comida estuvo insípida.",hotel,neutral,3,negativo,positivo,no_mencionado,no_mencionado
"En el Hotel Real Audiencia, las habitaciones estaban normal. Por otro lado, el desayuno fue decepcionante. Asimismo, el servicio fue muy atento. Además, la relación precio-calidad es justo.",hotel,neutral,4,negativo,positivo,neutral,positivo
"En el Hotel Mirador del Valle, la comida es estándar. También, la limpieza del lugar es aceptable. Por otro lado, el costo nos pareció no vale lo que cuesta.",hotel,negativo,2,neutral,no_mencionado,neutral,negativo
"En la Parrilla del Valle, las habitaciones estaban sucia. Asimismo, la comida es poco fresca. En cuanto al resto, las tarifas resultaron justo.",restaurante,negativo,2,negativo,no_mencionado,negativo,positivo
"En el Hostal Sol Naciente, la atención del staff fue deficiente. Además, todo se veía sucia. También, los platillos fueron recién preparada y sabrosa.",hotel,negativo,2,positivo,negativo,negativo,no_mencionado
"En el Restaurante Sabor Andino, la limpieza del lugar es sucia. Por otro lado, la atención del staff fue normal. En cuanto al resto, las tarifas resultaron promedio.",restaurante,negativo,2,no_mencionado,neutral,negativo,neutral
"En el Hotel Mirador del Valle, la atención del staff fue muy cordial. Por otro lado, la comida estuvo insípida.",hotel,neutral,3,negativo,positivo,no_mencionado,no_mencionado
"En el Restaurante Rincón Cochabambino, la comida estuvo insípida. Además, el personal fue atento en todo momento. Por otro lado, la limpieza del lugar es muy limpio.",restaurante,positivo,4,negativo,positivo,positivo,no_mencionado
"En el Hotel Mirador del Valle, la comida es muy sabrosa. También, el personal fue deficiente.",hotel,neutral,3,positivo,negativo,no_mencionado,no_mencionado
"En el Restaurante Sabor Andino, la atención del staff fue aceptable. Asimismo, las habitaciones estaban deficiente.",restaurante,negativo,2,no_mencionado,neutral,negativo,no_mencionado
"En el Hotel Real Audiencia, las habitaciones estaban impecable. En cuanto al resto, nos atendieron de forma pésimo.",hotel,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En el Hotel Illimani, el costo nos pareció más alto de lo que justifica la experiencia. Además, el personal fue normal. En cuanto al resto, todo se veía adecuada. En cuanto al resto, los platillos fueron normal.",hotel,neutral,2,neutral,neutral,neutral,negativo
"En el Restaurante Los Yungas, la comida estuvo aceptable. Asimismo, todo se veía muy limpio.",restaurante,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En la Cantina Altiplano, el desayuno fue muy sabrosa. También, la atención del staff fue muy cordial. En cuanto al resto, el costo nos pareció justo. En cuanto al resto, la limpieza del lugar es descuidada.",restaurante,positivo,4,positivo,positivo,negativo,positivo
"En el Hotel Illimani, la atención del staff fue indiferente. Por otro lado, la relación precio-calidad es similar al de la competencia. También, el aseo general fue normal.",hotel,negativo,2,no_mencionado,negativo,neutral,neutral
"En el Restaurante Los Yungas, las habitaciones estaban impecable. En cuanto al resto, el servicio fue muy cordial. Además, la relación precio-calidad es muy accesible. Asimismo, la comida es decepcionante.",restaurante,positivo,4,negativo,positivo,positivo,positivo
"En el Hostal Sol Naciente, las tarifas resultaron muy caro. Asimismo, el aseo general fue descuidada. Asimismo, la atención del staff fue normal.",hotel,negativo,2,no_mencionado,neutral,negativo,negativo
"En el Hostal Sol Naciente, todo se veía por debajo de lo esperado. Por otro lado, el desayuno fue estándar.",hotel,negativo,2,neutral,no_mencionado,negativo,no_mencionado
"En el Restaurante Fogón Criollo, los platillos fueron fría cuando debía estar caliente. Además, las tarifas resultaron excesivo.",restaurante,negativo,1,negativo,no_mencionado,no_mencionado,negativo
"En el Restaurante Sabor Andino, nos atendieron de forma rápido y amable. También, el costo nos pareció razonable. También, el desayuno fue de mala calidad.",restaurante,positivo,4,negativo,positivo,no_mencionado,positivo
"En la Cantina Altiplano, la relación precio-calidad es promedio. Además, la comida estuvo de primera calidad.",restaurante,positivo,4,positivo,no_mencionado,no_mencionado,neutral
"En el Hotel Andino, los platillos fueron muy grasosa. Asimismo, el servicio fue correcto. En cuanto al resto, las habitaciones estaban con mal olor. En cuanto al resto, las tarifas resultaron similar al de la competencia.",hotel,negativo,2,negativo,neutral,negativo,neutral
"En el Restaurante Los Yungas, la comida es muy grasosa. En cuanto al resto, todo se veía aceptable. También, los precios son similar al de la competencia. También, nos atendieron de forma excelente.",restaurante,neutral,3,negativo,positivo,neutral,neutral
"En el Hotel Illimani, la atención del staff fue normal. Por otro lado, las tarifas resultaron una excelente relación precio-calidad. Además, la limpieza del lugar es aceptable. Asimismo, los platillos fueron correcta.",hotel,neutral,4,neutral,neutral,neutral,positivo
"En el Restaurante Los Yungas, el personal fue excelente. Por otro lado, el aseo general fue aceptable. Además, la relación precio-calidad es muy caro. En cuanto al resto, la comida estuvo decepcionante.",restaurante,neutral,2,negativo,positivo,neutral,negativo
"En el Restaurante La Paceña, las tarifas resultaron una excelente relación precio-calidad. Por otro lado, el servicio fue pésimo. En cuanto al resto, la limpieza del lugar es aceptable.",restaurante,neutral,3,no_mencionado,negativo,neutral,positivo
"En el Hotel Andino, el costo nos pareció promedio. En cuanto al resto, las habitaciones estaban muy limpio.",hotel,positivo,4,no_mencionado,no_mencionado,positivo,neutral
"En el Restaurante Sabor Andino, el personal fue estándar. En cuanto al resto, la comida es de mala calidad.",restaurante,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hotel Los Pinos, el aseo general fue normal. También, el costo nos pareció económico para lo que ofrece. En cuanto al resto, el desayuno fue muy grasosa. Por otro lado, nos atendieron de forma rápido y amable.",hotel,neutral,4,negativo,positivo,neutral,positivo
"En el Café Illimani, la comida estuvo de mala calidad. Además, las habitaciones estaban cuidada hasta el último detalle. También, el personal fue excelente.",restaurante,positivo,4,negativo,positivo,positivo,no_mencionado
"En el Restaurante Rincón Cochabambino, los precios son muy caro. También, el servicio fue excelente.",restaurante,neutral,3,no_mencionado,positivo,no_mencionado,negativo
"En el Hotel Real Audiencia, el servicio fue muy cordial. Asimismo, el desayuno fue normal. Además, las habitaciones estaban cuidada hasta el último detalle. En cuanto al resto, los precios son razonable dentro del mercado.",hotel,positivo,4,neutral,positivo,positivo,neutral
"En la Cantina Altiplano, la comida es insípida. Por otro lado, el personal fue deficiente.",restaurante,negativo,1,negativo,negativo,no_mencionado,no_mencionado
"En el Restaurante La Paceña, el servicio fue atento en todo momento. Asimismo, todo se veía deficiente. Además, las tarifas resultaron razonable.",restaurante,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Hotel Plaza Mayor, los precios son similar al de la competencia. Además, la comida estuvo estándar. Asimismo, todo se veía reluciente.",hotel,positivo,4,neutral,no_mencionado,positivo,neutral
"En el Hotel Mirador del Valle, los platillos fueron increíble. También, las tarifas resultaron razonable dentro del mercado. Por otro lado, el aseo general fue sucia.",hotel,neutral,3,positivo,no_mencionado,negativo,neutral
"En la Parrilla del Valle, las tarifas resultaron muy accesible. También, las habitaciones estaban normal. En cuanto al resto, el personal fue profesional.",restaurante,positivo,4,no_mencionado,positivo,neutral,positivo
"En el Hostal Sol Naciente, los precios son similar al de la competencia. En cuanto al resto, el servicio fue atento en todo momento. En cuanto al resto, la comida estuvo fría cuando debía estar caliente. También, la limpieza del lugar es reluciente.",hotel,neutral,4,negativo,positivo,positivo,neutral
"En el Restaurante Sabor Andino, la comida estuvo estándar. Además, las habitaciones estaban cuidada hasta el último detalle.",restaurante,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Restaurante Fogón Criollo, la relación precio-calidad es más alto de lo que justifica la experiencia. Asimismo, todo se veía con mal olor. En cuanto al resto, el desayuno fue estándar. Por otro lado, nos atendieron de forma estándar.",restaurante,negativo,2,neutral,neutral,negativo,negativo
"En el Hostal Sol Naciente, el desayuno fue poco fresca. Además, la limpieza del lugar es con mal olor. Por otro lado, la relación precio-calidad es razonable dentro del mercado.",hotel,negativo,2,negativo,no_mencionado,negativo,neutral
"En el Hotel Real Audiencia, la atención del staff fue correcto. Además, el desayuno fue de mala calidad.",hotel,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Restaurante Sabor Andino, todo se veía aceptable. También, el costo nos pareció similar al de la competencia. En cuanto al resto, el personal fue muy cordial.",restaurante,positivo,4,no_mencionado,positivo,neutral,neutral
"En el Restaurante Rincón Cochabambino, las habitaciones estaban reluciente. También, los platillos fueron insípida.",restaurante,neutral,3,negativo,no_mencionado,positivo,no_mencionado
"En el Hotel Los Pinos, la comida estuvo aceptable. Por otro lado, todo se veía reluciente.",hotel,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Restaurante Sabor Andino, las habitaciones estaban normal. También, el servicio fue correcto.",restaurante,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Hotel Los Pinos, la comida estuvo fría cuando debía estar caliente. Además, las habitaciones estaban por debajo de lo esperado. En cuanto al resto, el costo nos pareció promedio. En cuanto al resto, el servicio fue muy demorado.",hotel,negativo,2,negativo,negativo,negativo,neutral
"En el Hotel Real Audiencia, el servicio fue correcto. También, el desayuno fue insípida. Además, las habitaciones estaban adecuada.",hotel,negativo,2,negativo,neutral,neutral,no_mencionado
"En el Restaurante Sabor Andino, el personal fue excelente. Por otro lado, el costo nos pareció promedio. En cuanto al resto, la comida es exquisita. Además, las habitaciones estaban impoluto.",restaurante,positivo,4,positivo,positivo,positivo,neutral
"En la Cantina Altiplano, el costo nos pareció no vale lo que cuesta. Asimismo, la atención del staff fue aceptable. También, el aseo general fue impecable.",restaurante,neutral,3,no_mencionado,neutral,positivo,negativo
"En el Hotel Plaza Mayor, las habitaciones estaban impecable. Por otro lado, nos atendieron de forma pésimo. Asimismo, la comida es recién preparada y sabrosa.",hotel,positivo,4,positivo,negativo,positivo,no_mencionado
"En el Restaurante Fogón Criollo, todo se veía con mal olor. También, la relación precio-calidad es similar al de la competencia. También, el servicio fue estándar.",restaurante,negativo,2,no_mencionado,neutral,negativo,neutral
"En el Hotel Illimani, los precios son promedio. También, el servicio fue atento en todo momento. En cuanto al resto, la comida estuvo excelente.",hotel,positivo,4,positivo,positivo,no_mencionado,neutral
"En el Restaurante Rincón Cochabambino, todo se veía aceptable. Además, el personal fue correcto.",restaurante,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Restaurante Fogón Criollo, todo se veía descuidada. En cuanto al resto, la relación precio-calidad es promedio. También, la comida es exquisita. Asimismo, la atención del staff fue atento en todo momento.",restaurante,neutral,4,positivo,positivo,negativo,neutral
"En el Hostal Sol Naciente, la comida es aceptable. Por otro lado, los precios son razonable. También, el servicio fue pésimo.",hotel,neutral,3,neutral,negativo,no_mencionado,positivo
"En el Hotel Real Audiencia, las habitaciones estaban descuidada. En cuanto al resto, los precios son promedio. Además, la comida estuvo fría cuando debía estar caliente. Por otro lado, el servicio fue aceptable.",hotel,negativo,2,negativo,neutral,negativo,neutral
"En el Restaurante La Paceña, el personal fue lento. Asimismo, la relación precio-calidad es más alto de lo que justifica la experiencia. Además, el aseo general fue por debajo de lo esperado.",restaurante,negativo,1,no_mencionado,negativo,negativo,negativo
"En el Hotel Los Pinos, los precios son razonable. Asimismo, la atención del staff fue correcto. Asimismo, el desayuno fue aceptable.",hotel,positivo,4,neutral,neutral,no_mencionado,positivo
"En el Hostal Sol Naciente, el personal fue normal. También, los platillos fueron exquisita. En cuanto al resto, la limpieza del lugar es por debajo de lo esperado.",hotel,neutral,3,positivo,neutral,negativo,no_mencionado
"En el Hostal Sol Naciente, los platillos fueron normal. Asimismo, las tarifas resultaron promedio. En cuanto al resto, el servicio fue lento.",hotel,negativo,2,neutral,negativo,no_mencionado,neutral
"En el Hostal Kantuta, el aseo general fue descuidada. También, la comida estuvo poco fresca. Asimismo, la atención del staff fue estándar.",hotel,negativo,2,negativo,neutral,negativo,no_mencionado
"En el Hotel Plaza Mayor, la atención del staff fue correcto. Por otro lado, el desayuno fue aceptable.",hotel,neutral,3,neutral,neutral,no_mencionado,no_mencionado
"En el Hostal Sol Naciente, la comida estuvo insípida. Además, las tarifas resultaron promedio.",hotel,negativo,2,negativo,no_mencionado,no_mencionado,neutral
"En el Restaurante Los Yungas, las habitaciones estaban adecuada. Por otro lado, el personal fue atento en todo momento.",restaurante,positivo,4,no_mencionado,positivo,neutral,no_mencionado
"En el Hotel Plaza Mayor, la atención del staff fue muy cordial. Por otro lado, los precios son razonable dentro del mercado. En cuanto al resto, los platillos fueron estándar. También, la limpieza del lugar es deficiente.",hotel,neutral,3,neutral,positivo,negativo,neutral
"En la Parrilla del Valle, el costo nos pareció muy caro. También, los platillos fueron exquisita. Por otro lado, la limpieza del lugar es por debajo de lo esperado.",restaurante,negativo,2,positivo,no_mencionado,negativo,negativo
"En el Restaurante Sabor Andino, los precios son muy caro. En cuanto al resto, la atención del staff fue lento. Además, la limpieza del lugar es deficiente. En cuanto al resto, los platillos fueron fría cuando debía estar caliente.",restaurante,negativo,1,negativo,negativo,negativo,negativo
"En la Cantina Altiplano, los precios son razonable. Por otro lado, todo se veía deficiente.",restaurante,neutral,3,no_mencionado,no_mencionado,negativo,positivo
"En el Restaurante Los Yungas, la relación precio-calidad es promedio. Asimismo, las habitaciones estaban sucia. Además, la atención del staff fue normal.",restaurante,negativo,2,no_mencionado,neutral,negativo,neutral
"En el Hostal Kantuta, la comida es decepcionante. En cuanto al resto, los precios son una excelente relación precio-calidad. En cuanto al resto, todo se veía por debajo de lo esperado.",hotel,negativo,2,negativo,no_mencionado,negativo,positivo
"En el Restaurante Rincón Cochabambino, el personal fue descortés. Asimismo, el costo nos pareció promedio. También, el desayuno fue poco fresca.",restaurante,negativo,2,negativo,negativo,no_mencionado,neutral
"En el Hostal Kantuta, la limpieza del lugar es normal. Asimismo, el desayuno fue deliciosa. Además, nos atendieron de forma pésimo. Además, las tarifas resultaron justo.",hotel,neutral,4,positivo,negativo,neutral,positivo
"En la Cantina Altiplano, las habitaciones estaban reluciente. También, el desayuno fue de mala calidad. En cuanto al resto, el servicio fue muy demorado.",restaurante,negativo,2,negativo,negativo,positivo,no_mencionado
"En el Hostal Sol Naciente, la atención del staff fue lento. Asimismo, el aseo general fue con mal olor.",hotel,negativo,1,no_mencionado,negativo,negativo,no_mencionado
"En la Parrilla del Valle, nos atendieron de forma estándar. También, el aseo general fue muy limpio.",restaurante,positivo,4,no_mencionado,neutral,positivo,no_mencionado
"En el Café Illimani, el servicio fue muy atento. También, la relación precio-calidad es promedio. Además, el desayuno fue estándar.",restaurante,positivo,4,neutral,positivo,no_mencionado,neutral
"En el Hotel Plaza Mayor, todo se veía aceptable. También, la comida es exquisita.",hotel,positivo,4,positivo,no_mencionado,neutral,no_mencionado
"En el Restaurante Fogón Criollo, el servicio fue normal. Asimismo, los platillos fueron estándar. Además, el costo nos pareció promedio.",restaurante,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Hostal Kantuta, todo se veía impoluto. Además, las tarifas resultaron justo.",hotel,positivo,5,no_mencionado,no_mencionado,positivo,positivo
"En la Parrilla del Valle, la comida estuvo estándar. Asimismo, todo se veía cuidada hasta el último detalle.",restaurante,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Café Illimani, el costo nos pareció sobrevalorado. Asimismo, el personal fue descortés. También, la comida es poco fresca. También, todo se veía adecuada.",restaurante,negativo,2,negativo,negativo,neutral,negativo
"En el Hostal Sol Naciente, el aseo general fue cuidada hasta el último detalle. En cuanto al resto, la atención del staff fue rápido y amable.",hotel,positivo,5,no_mencionado,positivo,positivo,no_mencionado
"En el Hotel Illimani, el aseo general fue aceptable. En cuanto al resto, la comida estuvo recién preparada y sabrosa.",hotel,positivo,4,positivo,no_mencionado,neutral,no_mencionado
"En el Hotel Illimani, la atención del staff fue estándar. En cuanto al resto, el aseo general fue descuidada. Por otro lado, el desayuno fue recién preparada y sabrosa.",hotel,neutral,3,positivo,neutral,negativo,no_mencionado
"En el Restaurante Los Yungas, el servicio fue muy demorado. Por otro lado, los precios son muy caro. En cuanto al resto, todo se veía muy limpio. Asimismo, la comida es poco fresca.",restaurante,negativo,2,negativo,negativo,positivo,negativo
"En la Cantina Altiplano, los platillos fueron exquisita. Por otro lado, el personal fue muy cordial. Por otro lado, el costo nos pareció no vale lo que cuesta. En cuanto al resto, el aseo general fue descuidada.",restaurante,neutral,3,positivo,positivo,negativo,negativo
"En la Parrilla del Valle, la comida es de primera calidad. En cuanto al resto, el personal fue rápido y amable. En cuanto al resto, las habitaciones estaban impecable. Asimismo, los precios son más alto de lo que justifica la experiencia.",restaurante,positivo,4,positivo,positivo,positivo,negativo
"En el Restaurante Rincón Cochabambino, nos atendieron de forma correcto. Asimismo, todo se veía deficiente. En cuanto al resto, el desayuno fue deliciosa. También, la relación precio-calidad es más alto de lo que justifica la experiencia.",restaurante,neutral,2,positivo,neutral,negativo,negativo
"En el Restaurante Fogón Criollo, el personal fue indiferente. En cuanto al resto, la limpieza del lugar es impoluto. También, el desayuno fue fría cuando debía estar caliente.",restaurante,negativo,2,negativo,negativo,positivo,no_mencionado
"En la Parrilla del Valle, el personal fue estándar. También, los platillos fueron poco fresca.",restaurante,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hotel Real Audiencia, la relación precio-calidad es más alto de lo que justifica la experiencia. Además, todo se veía impoluto. Asimismo, nos atendieron de forma deficiente. También, la comida estuvo muy sabrosa.",hotel,neutral,3,positivo,negativo,positivo,negativo
"En el Hotel Los Pinos, las tarifas resultaron similar al de la competencia. Además, la atención del staff fue normal.",hotel,neutral,3,no_mencionado,neutral,no_mencionado,neutral
"En el Hotel Los Pinos, la comida estuvo correcta. En cuanto al resto, la relación precio-calidad es razonable dentro del mercado. También, el servicio fue normal.",hotel,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Restaurante Rincón Cochabambino, el aseo general fue aceptable. Además, el costo nos pareció muy caro.",restaurante,negativo,2,no_mencionado,no_mencionado,neutral,negativo
"En la Cantina Altiplano, la relación precio-calidad es muy accesible. También, las habitaciones estaban aceptable.",restaurante,positivo,4,no_mencionado,no_mencionado,neutral,positivo
"En el Hostal Kantuta, la atención del staff fue descortés. Además, los platillos fueron poco fresca. En cuanto al resto, la relación precio-calidad es muy accesible.",hotel,negativo,2,negativo,negativo,no_mencionado,positivo
"En el Restaurante Fogón Criollo, el desayuno fue poco fresca. Además, el costo nos pareció muy accesible.",restaurante,neutral,3,negativo,no_mencionado,no_mencionado,positivo
"En el Hotel Andino, el personal fue deficiente. En cuanto al resto, las tarifas resultaron razonable. Por otro lado, la comida estuvo muy sabrosa. Por otro lado, las habitaciones estaban descuidada.",hotel,neutral,3,positivo,negativo,negativo,positivo
"En la Cantina Altiplano, todo se veía impecable. También, la atención del staff fue aceptable. En cuanto al resto, la comida estuvo aceptable. En cuanto al resto, los precios son excesivo.",restaurante,neutral,3,neutral,neutral,positivo,negativo
"En el Hotel Plaza Mayor, las tarifas resultaron económico para lo que ofrece. Asimismo, el aseo general fue aceptable. Por otro lado, los platillos fueron estándar. Por otro lado, el servicio fue excelente.",hotel,positivo,4,neutral,positivo,neutral,positivo
"En el Hotel Real Audiencia, la limpieza del lugar es con mal olor. Además, la relación precio-calidad es no vale lo que cuesta. Por otro lado, el servicio fue lento.",hotel,negativo,1,no_mencionado,negativo,negativo,negativo
"En la Parrilla del Valle, las tarifas resultaron no vale lo que cuesta. Por otro lado, el personal fue lento.",restaurante,negativo,1,no_mencionado,negativo,no_mencionado,negativo
"En el Hotel Real Audiencia, las tarifas resultaron razonable dentro del mercado. Además, la comida es insípida. Por otro lado, el servicio fue atento en todo momento.",hotel,neutral,3,negativo,positivo,no_mencionado,neutral
"En el Hotel Illimani, el costo nos pareció justo. Además, el desayuno fue aceptable.",hotel,positivo,4,neutral,no_mencionado,no_mencionado,positivo
"En el Café Illimani, el personal fue pésimo. En cuanto al resto, la relación precio-calidad es una excelente relación precio-calidad. En cuanto al resto, los platillos fueron insípida. En cuanto al resto, el aseo general fue normal.",restaurante,neutral,2,negativo,negativo,neutral,positivo
"En el Restaurante La Paceña, las habitaciones estaban descuidada. Asimismo, los precios son promedio. También, el desayuno fue normal. Asimismo, el personal fue rápido y amable.",restaurante,neutral,3,neutral,positivo,negativo,neutral
"En el Café Illimani, la limpieza del lugar es por debajo de lo esperado. En cuanto al resto, el costo nos pareció similar al de la competencia.",restaurante,negativo,2,no_mencionado,no_mencionado,negativo,neutral
"En el Hotel Los Pinos, todo se veía muy limpio. Asimismo, la comida es de mala calidad. Por otro lado, nos atendieron de forma muy cordial. Asimismo, la relación precio-calidad es similar al de la competencia.",hotel,neutral,4,negativo,positivo,positivo,neutral
"En el Restaurante Rincón Cochabambino, el personal fue estándar. En cuanto al resto, las tarifas resultaron promedio. También, los platillos fueron aceptable.",restaurante,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Restaurante Los Yungas, los platillos fueron muy sabrosa. Además, el aseo general fue cuidada hasta el último detalle. En cuanto al resto, los precios son similar al de la competencia.",restaurante,positivo,4,positivo,no_mencionado,positivo,neutral
"En el Restaurante La Paceña, el costo nos pareció más alto de lo que justifica la experiencia. Además, el servicio fue estándar. En cuanto al resto, el desayuno fue insípida.",restaurante,negativo,2,negativo,neutral,no_mencionado,negativo
"En el Café Illimani, las habitaciones estaban impecable. En cuanto al resto, el personal fue muy demorado.",restaurante,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En el Restaurante Sabor Andino, la atención del staff fue rápido y amable. También, el costo nos pareció promedio. En cuanto al resto, los platillos fueron muy sabrosa.",restaurante,positivo,4,positivo,positivo,no_mencionado,neutral
"En el Café Illimani, todo se veía sucia. Además, el personal fue atento en todo momento. También, la comida es increíble. Asimismo, la relación precio-calidad es sobrevalorado.",restaurante,neutral,3,positivo,positivo,negativo,negativo
"En la Parrilla del Valle, el costo nos pareció excesivo. En cuanto al resto, el desayuno fue excelente. En cuanto al resto, el personal fue indiferente.",restaurante,negativo,2,positivo,negativo,no_mencionado,negativo
"En el Café Illimani, las habitaciones estaban por debajo de lo esperado. En cuanto al resto, nos atendieron de forma rápido y amable. Además, la comida es sin nada especial. En cuanto al resto, la relación precio-calidad es similar al de la competencia.",restaurante,neutral,3,neutral,positivo,negativo,neutral
"En el Hotel Mirador del Valle, las tarifas resultaron excesivo. Asimismo, el personal fue rápido y amable.",hotel,neutral,3,no_mencionado,positivo,no_mencionado,negativo
"En el Hotel Mirador del Valle, el costo nos pareció razonable. Además, el personal fue aceptable. También, los platillos fueron correcta.",hotel,positivo,4,neutral,neutral,no_mencionado,positivo
"En el Restaurante La Paceña, los platillos fueron excelente. En cuanto al resto, el costo nos pareció no vale lo que cuesta.",restaurante,neutral,3,positivo,no_mencionado,no_mencionado,negativo
"En el Hotel Plaza Mayor, la relación precio-calidad es económico para lo que ofrece. En cuanto al resto, nos atendieron de forma correcto. Asimismo, la comida es de primera calidad.",hotel,positivo,4,positivo,neutral,no_mencionado,positivo
"En el Restaurante Los Yungas, los precios son razonable. Asimismo, el aseo general fue reluciente.",restaurante,positivo,5,no_mencionado,no_mencionado,positivo,positivo
"En el Restaurante Los Yungas, la atención del staff fue correcto. Además, la comida es fría cuando debía estar caliente.",restaurante,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hostal Kantuta, el personal fue correcto. También, la limpieza del lugar es con mal olor. Por otro lado, los platillos fueron estándar.",hotel,negativo,2,neutral,neutral,negativo,no_mencionado
"En el Hotel Mirador del Valle, la atención del staff fue normal. Asimismo, la comida estuvo decepcionante. Por otro lado, la limpieza del lugar es reluciente.",hotel,neutral,3,negativo,neutral,positivo,no_mencionado
"En el Hotel Los Pinos, todo se veía adecuada. También, las tarifas resultaron promedio. En cuanto al resto, el personal fue muy demorado.",hotel,negativo,2,no_mencionado,negativo,neutral,neutral
